module,topic,text,answer,distractors
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""17 km"", ""14 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""12 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 300. It is sold at 20% profit. What is the selling price?,Rs. 360,"[""Rs. 340"", ""Rs. 380"", ""Rs. 390""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 5, 9, 13, 17, ?",21,"[""23"", ""25"", ""20""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Time Speed Distance,A train travels at 75 km/h for 5 hours. What distance does it cover?,375 km,"[""355 km"", ""385 km"", ""450 km""]"
quant,Time Speed Distance,A train travels at 85 km/h for 2 hours. What distance does it cover?,170 km,"[""255 km"", ""180 km"", ""150 km""]"
quant,Profit & Loss,An article costs Rs. 480. It is sold at 20% profit. What is the selling price?,Rs. 576,"[""Rs. 556"", ""Rs. 624"", ""Rs. 596""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""9 km"", ""14 km""]"
logic,Number Series,"Find the next number in the series: 14, 20, 26, 32, ?",38,"[""40"", ""37"", ""44""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""9 km"", ""12 km""]"
logic,Number Series,"Find the next number in the series: 4, 12, 20, 28, ?",36,"[""44"", ""35"", ""38""]"
quant,Time Speed Distance,A train travels at 42 km/h for 5 hours. What distance does it cover?,210 km,"[""190 km"", ""220 km"", ""252 km""]"
logic,Number Series,"Find the next number in the series: 9, 17, 25, 33, ?",41,"[""40"", ""43"", ""49""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
logic,Number Series,"Find the next number in the series: 12, 18, 24, 30, ?",36,"[""35"", ""42"", ""38""]"
logic,Number Series,"Find the next number in the series: 4, 9, 14, 19, ?",24,"[""26"", ""29"", ""23""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
logic,Number Series,"Find the next number in the series: 9, 14, 19, 24, ?",29,"[""34"", ""31"", ""28""]"
logic,Number Series,"Find the next number in the series: 9, 13, 17, 21, ?",25,"[""24"", ""29"", ""27""]"
quant,Time Speed Distance,A train travels at 59 km/h for 2 hours. What distance does it cover?,118 km,"[""177 km"", ""128 km"", ""98 km""]"
quant,Profit & Loss,An article costs Rs. 430. It is sold at 20% profit. What is the selling price?,Rs. 516,"[""Rs. 496"", ""Rs. 559"", ""Rs. 536""]"
quant,Time Speed Distance,A train travels at 50 km/h for 5 hours. What distance does it cover?,250 km,"[""260 km"", ""230 km"", ""300 km""]"
quant,Profit & Loss,An article costs Rs. 490. It is sold at 20% profit. What is the selling price?,Rs. 588,"[""Rs. 608"", ""Rs. 637"", ""Rs. 568""]"
quant,Profit & Loss,An article costs Rs. 630. It is sold at 10% profit. What is the selling price?,Rs. 693,"[""Rs. 673"", ""Rs. 756"", ""Rs. 713""]"
quant,Time Speed Distance,A train travels at 35 km/h for 6 hours. What distance does it cover?,210 km,"[""220 km"", ""245 km"", ""190 km""]"
quant,Profit & Loss,An article costs Rs. 300. It is sold at 15% profit. What is the selling price?,Rs. 345,"[""Rs. 365"", ""Rs. 375"", ""Rs. 325""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""14 km"", ""17 km""]"
logic,Number Series,"Find the next number in the series: 7, 11, 15, 19, ?",23,"[""27"", ""25"", ""22""]"
quant,Time Speed Distance,A train travels at 66 km/h for 6 hours. What distance does it cover?,396 km,"[""406 km"", ""462 km"", ""376 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 750. It is sold at 50% profit. What is the selling price?,Rs. 1125,"[""Rs. 1200"", ""Rs. 1145"", ""Rs. 1105""]"
logic,Number Series,"Find the next number in the series: 8, 13, 18, 23, ?",28,"[""27"", ""33"", ""30""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""15 km"", ""12 km"", ""17 km""]"
logic,Number Series,"Find the next number in the series: 4, 7, 10, 13, ?",16,"[""18"", ""19"", ""15""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
quant,Profit & Loss,An article costs Rs. 350. It is sold at 15% profit. What is the selling price?,Rs. 402,"[""Rs. 422"", ""Rs. 437"", ""Rs. 382""]"
logic,Number Series,"Find the next number in the series: 3, 8, 13, 18, ?",23,"[""28"", ""25"", ""22""]"
quant,Profit & Loss,An article costs Rs. 670. It is sold at 50% profit. What is the selling price?,Rs. 1005,"[""Rs. 985"", ""Rs. 1025"", ""Rs. 1072""]"
quant,Profit & Loss,An article costs Rs. 480. It is sold at 20% profit. What is the selling price?,Rs. 576,"[""Rs. 556"", ""Rs. 624"", ""Rs. 596""]"
quant,Profit & Loss,An article costs Rs. 400. It is sold at 15% profit. What is the selling price?,Rs. 459,"[""Rs. 439"", ""Rs. 499"", ""Rs. 479""]"
quant,Time Speed Distance,A train travels at 58 km/h for 7 hours. What distance does it cover?,406 km,"[""386 km"", ""416 km"", ""464 km""]"
quant,Profit & Loss,An article costs Rs. 810. It is sold at 25% profit. What is the selling price?,Rs. 1012,"[""Rs. 1032"", ""Rs. 1093"", ""Rs. 992""]"
quant,Profit & Loss,An article costs Rs. 590. It is sold at 10% profit. What is the selling price?,Rs. 649,"[""Rs. 669"", ""Rs. 708"", ""Rs. 629""]"
quant,Profit & Loss,An article costs Rs. 570. It is sold at 50% profit. What is the selling price?,Rs. 855,"[""Rs. 835"", ""Rs. 912"", ""Rs. 875""]"
logic,Number Series,"Find the next number in the series: 8, 14, 20, 26, ?",32,"[""31"", ""38"", ""34""]"
quant,Profit & Loss,An article costs Rs. 290. It is sold at 50% profit. What is the selling price?,Rs. 435,"[""Rs. 464"", ""Rs. 415"", ""Rs. 455""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 650. It is sold at 15% profit. What is the selling price?,Rs. 747,"[""Rs. 767"", ""Rs. 727"", ""Rs. 812""]"
quant,Profit & Loss,An article costs Rs. 570. It is sold at 20% profit. What is the selling price?,Rs. 684,"[""Rs. 664"", ""Rs. 741"", ""Rs. 704""]"
quant,Profit & Loss,An article costs Rs. 870. It is sold at 15% profit. What is the selling price?,Rs. 1000,"[""Rs. 1087"", ""Rs. 980"", ""Rs. 1020""]"
quant,Profit & Loss,An article costs Rs. 320. It is sold at 25% profit. What is the selling price?,Rs. 400,"[""Rs. 432"", ""Rs. 420"", ""Rs. 380""]"
quant,Time Speed Distance,A train travels at 65 km/h for 4 hours. What distance does it cover?,260 km,"[""240 km"", ""270 km"", ""325 km""]"
quant,Time Speed Distance,A train travels at 60 km/h for 5 hours. What distance does it cover?,300 km,"[""280 km"", ""310 km"", ""360 km""]"
quant,Time Speed Distance,A train travels at 47 km/h for 3 hours. What distance does it cover?,141 km,"[""151 km"", ""188 km"", ""121 km""]"
quant,Profit & Loss,An article costs Rs. 380. It is sold at 50% profit. What is the selling price?,Rs. 570,"[""Rs. 590"", ""Rs. 550"", ""Rs. 608""]"
quant,Time Speed Distance,A train travels at 51 km/h for 3 hours. What distance does it cover?,153 km,"[""163 km"", ""133 km"", ""204 km""]"
logic,Number Series,"Find the next number in the series: 2, 6, 10, 14, ?",18,"[""20"", ""17"", ""22""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""17 km"", ""14 km""]"
quant,Time Speed Distance,A train travels at 89 km/h for 6 hours. What distance does it cover?,534 km,"[""514 km"", ""544 km"", ""623 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""19 km"", ""16 km""]"
quant,Time Speed Distance,A train travels at 47 km/h for 2 hours. What distance does it cover?,94 km,"[""74 km"", ""104 km"", ""141 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 6, 14, 22, 30, ?",38,"[""40"", ""46"", ""37""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
logic,Number Series,"Find the next number in the series: 6, 10, 14, 18, ?",22,"[""21"", ""26"", ""24""]"
logic,Number Series,"Find the next number in the series: 4, 13, 22, 31, ?",40,"[""42"", ""49"", ""39""]"
quant,Time Speed Distance,A train travels at 65 km/h for 5 hours. What distance does it cover?,325 km,"[""390 km"", ""335 km"", ""305 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Time Speed Distance,A train travels at 41 km/h for 2 hours. What distance does it cover?,82 km,"[""62 km"", ""92 km"", ""123 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Profit & Loss,An article costs Rs. 380. It is sold at 25% profit. What is the selling price?,Rs. 475,"[""Rs. 455"", ""Rs. 513"", ""Rs. 495""]"
logic,Number Series,"Find the next number in the series: 8, 13, 18, 23, ?",28,"[""30"", ""27"", ""33""]"
quant,Profit & Loss,An article costs Rs. 820. It is sold at 15% profit. What is the selling price?,Rs. 942,"[""Rs. 922"", ""Rs. 1024"", ""Rs. 962""]"
quant,Profit & Loss,An article costs Rs. 980. It is sold at 10% profit. What is the selling price?,Rs. 1078,"[""Rs. 1176"", ""Rs. 1098"", ""Rs. 1058""]"
quant,Profit & Loss,An article costs Rs. 940. It is sold at 50% profit. What is the selling price?,Rs. 1410,"[""Rs. 1390"", ""Rs. 1504"", ""Rs. 1430""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""14 km"", ""21 km"", ""17 km""]"
quant,Time Speed Distance,A train travels at 90 km/h for 8 hours. What distance does it cover?,720 km,"[""810 km"", ""700 km"", ""730 km""]"
quant,Profit & Loss,An article costs Rs. 700. It is sold at 15% profit. What is the selling price?,Rs. 804,"[""Rs. 824"", ""Rs. 874"", ""Rs. 784""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""12 km"", ""9 km""]"
logic,Number Series,"Find the next number in the series: 7, 14, 21, 28, ?",35,"[""34"", ""42"", ""37""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Time Speed Distance,A train travels at 79 km/h for 6 hours. What distance does it cover?,474 km,"[""454 km"", ""553 km"", ""484 km""]"
logic,Number Series,"Find the next number in the series: 14, 23, 32, 41, ?",50,"[""52"", ""49"", ""59""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
quant,Profit & Loss,An article costs Rs. 910. It is sold at 15% profit. What is the selling price?,Rs. 1046,"[""Rs. 1137"", ""Rs. 1026"", ""Rs. 1066""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 5, 8, 11, 14, ?",17,"[""20"", ""19"", ""16""]"
logic,Number Series,"Find the next number in the series: 9, 16, 23, 30, ?",37,"[""36"", ""44"", ""39""]"
logic,Number Series,"Find the next number in the series: 6, 12, 18, 24, ?",30,"[""32"", ""29"", ""36""]"
quant,Profit & Loss,An article costs Rs. 990. It is sold at 10% profit. What is the selling price?,Rs. 1089,"[""Rs. 1109"", ""Rs. 1069"", ""Rs. 1188""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Time Speed Distance,A train travels at 35 km/h for 2 hours. What distance does it cover?,70 km,"[""80 km"", ""105 km"", ""50 km""]"
quant,Profit & Loss,An article costs Rs. 710. It is sold at 10% profit. What is the selling price?,Rs. 781,"[""Rs. 761"", ""Rs. 801"", ""Rs. 852""]"
quant,Time Speed Distance,A train travels at 57 km/h for 8 hours. What distance does it cover?,456 km,"[""436 km"", ""513 km"", ""466 km""]"
quant,Profit & Loss,An article costs Rs. 970. It is sold at 15% profit. What is the selling price?,Rs. 1115,"[""Rs. 1135"", ""Rs. 1212"", ""Rs. 1095""]"
quant,Time Speed Distance,A train travels at 60 km/h for 8 hours. What distance does it cover?,480 km,"[""540 km"", ""460 km"", ""490 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 15, 21, 27, 33, ?",39,"[""41"", ""38"", ""45""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 12, 20, 28, 36, ?",44,"[""52"", ""46"", ""43""]"
quant,Profit & Loss,An article costs Rs. 200. It is sold at 15% profit. What is the selling price?,Rs. 229,"[""Rs. 249"", ""Rs. 209"", ""Rs. 249""]"
quant,Profit & Loss,An article costs Rs. 870. It is sold at 50% profit. What is the selling price?,Rs. 1305,"[""Rs. 1325"", ""Rs. 1285"", ""Rs. 1392""]"
quant,Profit & Loss,An article costs Rs. 600. It is sold at 25% profit. What is the selling price?,Rs. 750,"[""Rs. 770"", ""Rs. 810"", ""Rs. 730""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
logic,Number Series,"Find the next number in the series: 4, 9, 14, 19, ?",24,"[""23"", ""26"", ""29""]"
quant,Time Speed Distance,A train travels at 43 km/h for 2 hours. What distance does it cover?,86 km,"[""96 km"", ""129 km"", ""66 km""]"
quant,Profit & Loss,An article costs Rs. 880. It is sold at 15% profit. What is the selling price?,Rs. 1011,"[""Rs. 1099"", ""Rs. 991"", ""Rs. 1031""]"
logic,Number Series,"Find the next number in the series: 3, 11, 19, 27, ?",35,"[""43"", ""37"", ""34""]"
quant,Profit & Loss,An article costs Rs. 940. It is sold at 50% profit. What is the selling price?,Rs. 1410,"[""Rs. 1504"", ""Rs. 1390"", ""Rs. 1430""]"
quant,Profit & Loss,An article costs Rs. 950. It is sold at 15% profit. What is the selling price?,Rs. 1092,"[""Rs. 1112"", ""Rs. 1072"", ""Rs. 1187""]"
logic,Number Series,"Find the next number in the series: 4, 10, 16, 22, ?",28,"[""30"", ""27"", ""34""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Profit & Loss,An article costs Rs. 890. It is sold at 20% profit. What is the selling price?,Rs. 1068,"[""Rs. 1157"", ""Rs. 1048"", ""Rs. 1088""]"
quant,Profit & Loss,An article costs Rs. 430. It is sold at 50% profit. What is the selling price?,Rs. 645,"[""Rs. 625"", ""Rs. 688"", ""Rs. 665""]"
quant,Profit & Loss,An article costs Rs. 490. It is sold at 25% profit. What is the selling price?,Rs. 612,"[""Rs. 632"", ""Rs. 592"", ""Rs. 661""]"
logic,Number Series,"Find the next number in the series: 10, 14, 18, 22, ?",26,"[""30"", ""25"", ""28""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
quant,Time Speed Distance,A train travels at 65 km/h for 3 hours. What distance does it cover?,195 km,"[""175 km"", ""205 km"", ""260 km""]"
logic,Number Series,"Find the next number in the series: 7, 13, 19, 25, ?",31,"[""37"", ""33"", ""30""]"
quant,Profit & Loss,An article costs Rs. 960. It is sold at 10% profit. What is the selling price?,Rs. 1056,"[""Rs. 1076"", ""Rs. 1036"", ""Rs. 1152""]"
quant,Time Speed Distance,A train travels at 81 km/h for 5 hours. What distance does it cover?,405 km,"[""415 km"", ""385 km"", ""486 km""]"
quant,Time Speed Distance,A train travels at 83 km/h for 3 hours. What distance does it cover?,249 km,"[""259 km"", ""332 km"", ""229 km""]"
logic,Number Series,"Find the next number in the series: 7, 11, 15, 19, ?",23,"[""27"", ""25"", ""22""]"
quant,Profit & Loss,An article costs Rs. 280. It is sold at 20% profit. What is the selling price?,Rs. 336,"[""Rs. 316"", ""Rs. 364"", ""Rs. 356""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""23 km"", ""19 km""]"
quant,Profit & Loss,An article costs Rs. 820. It is sold at 50% profit. What is the selling price?,Rs. 1230,"[""Rs. 1250"", ""Rs. 1210"", ""Rs. 1312""]"
logic,Number Series,"Find the next number in the series: 6, 15, 24, 33, ?",42,"[""44"", ""51"", ""41""]"
quant,Time Speed Distance,A train travels at 50 km/h for 5 hours. What distance does it cover?,250 km,"[""300 km"", ""230 km"", ""260 km""]"
logic,Number Series,"Find the next number in the series: 5, 13, 21, 29, ?",37,"[""45"", ""39"", ""36""]"
logic,Number Series,"Find the next number in the series: 2, 5, 8, 11, ?",14,"[""13"", ""17"", ""16""]"
quant,Profit & Loss,An article costs Rs. 230. It is sold at 20% profit. What is the selling price?,Rs. 276,"[""Rs. 299"", ""Rs. 256"", ""Rs. 296""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
quant,Profit & Loss,An article costs Rs. 240. It is sold at 20% profit. What is the selling price?,Rs. 288,"[""Rs. 268"", ""Rs. 312"", ""Rs. 308""]"
logic,Number Series,"Find the next number in the series: 2, 7, 12, 17, ?",22,"[""21"", ""27"", ""24""]"
quant,Profit & Loss,An article costs Rs. 730. It is sold at 10% profit. What is the selling price?,Rs. 803,"[""Rs. 783"", ""Rs. 823"", ""Rs. 876""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""15 km"", ""12 km""]"
quant,Time Speed Distance,A train travels at 75 km/h for 6 hours. What distance does it cover?,450 km,"[""460 km"", ""525 km"", ""430 km""]"
quant,Profit & Loss,An article costs Rs. 850. It is sold at 20% profit. What is the selling price?,Rs. 1020,"[""Rs. 1105"", ""Rs. 1000"", ""Rs. 1040""]"
quant,Time Speed Distance,A train travels at 49 km/h for 8 hours. What distance does it cover?,392 km,"[""402 km"", ""441 km"", ""372 km""]"
quant,Time Speed Distance,A train travels at 35 km/h for 8 hours. What distance does it cover?,280 km,"[""290 km"", ""260 km"", ""315 km""]"
quant,Profit & Loss,An article costs Rs. 850. It is sold at 20% profit. What is the selling price?,Rs. 1020,"[""Rs. 1105"", ""Rs. 1040"", ""Rs. 1000""]"
logic,Number Series,"Find the next number in the series: 12, 15, 18, 21, ?",24,"[""23"", ""26"", ""27""]"
quant,Time Speed Distance,A train travels at 65 km/h for 8 hours. What distance does it cover?,520 km,"[""530 km"", ""585 km"", ""500 km""]"
quant,Profit & Loss,An article costs Rs. 880. It is sold at 50% profit. What is the selling price?,Rs. 1320,"[""Rs. 1300"", ""Rs. 1408"", ""Rs. 1340""]"
quant,Time Speed Distance,A train travels at 81 km/h for 5 hours. What distance does it cover?,405 km,"[""486 km"", ""385 km"", ""415 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""9 km"", ""12 km""]"
quant,Profit & Loss,An article costs Rs. 570. It is sold at 15% profit. What is the selling price?,Rs. 655,"[""Rs. 675"", ""Rs. 635"", ""Rs. 712""]"
logic,Number Series,"Find the next number in the series: 13, 17, 21, 25, ?",29,"[""33"", ""28"", ""31""]"
logic,Number Series,"Find the next number in the series: 12, 16, 20, 24, ?",28,"[""32"", ""27"", ""30""]"
logic,Number Series,"Find the next number in the series: 10, 13, 16, 19, ?",22,"[""24"", ""25"", ""21""]"
quant,Time Speed Distance,A train travels at 31 km/h for 6 hours. What distance does it cover?,186 km,"[""166 km"", ""217 km"", ""196 km""]"
quant,Profit & Loss,An article costs Rs. 830. It is sold at 15% profit. What is the selling price?,Rs. 954,"[""Rs. 934"", ""Rs. 1037"", ""Rs. 974""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""12 km"", ""9 km""]"
quant,Profit & Loss,An article costs Rs. 500. It is sold at 50% profit. What is the selling price?,Rs. 750,"[""Rs. 770"", ""Rs. 800"", ""Rs. 730""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
quant,Profit & Loss,An article costs Rs. 350. It is sold at 10% profit. What is the selling price?,Rs. 385,"[""Rs. 420"", ""Rs. 405"", ""Rs. 365""]"
quant,Time Speed Distance,A train travels at 67 km/h for 7 hours. What distance does it cover?,469 km,"[""479 km"", ""536 km"", ""449 km""]"
quant,Profit & Loss,An article costs Rs. 370. It is sold at 10% profit. What is the selling price?,Rs. 407,"[""Rs. 387"", ""Rs. 444"", ""Rs. 427""]"
logic,Number Series,"Find the next number in the series: 12, 16, 20, 24, ?",28,"[""27"", ""30"", ""32""]"
logic,Number Series,"Find the next number in the series: 8, 13, 18, 23, ?",28,"[""33"", ""27"", ""30""]"
quant,Profit & Loss,An article costs Rs. 270. It is sold at 25% profit. What is the selling price?,Rs. 337,"[""Rs. 357"", ""Rs. 364"", ""Rs. 317""]"
quant,Profit & Loss,An article costs Rs. 860. It is sold at 50% profit. What is the selling price?,Rs. 1290,"[""Rs. 1376"", ""Rs. 1310"", ""Rs. 1270""]"
quant,Time Speed Distance,A train travels at 76 km/h for 8 hours. What distance does it cover?,608 km,"[""618 km"", ""588 km"", ""684 km""]"
quant,Profit & Loss,An article costs Rs. 810. It is sold at 10% profit. What is the selling price?,Rs. 891,"[""Rs. 871"", ""Rs. 911"", ""Rs. 972""]"
quant,Time Speed Distance,A train travels at 41 km/h for 5 hours. What distance does it cover?,205 km,"[""246 km"", ""215 km"", ""185 km""]"
quant,Profit & Loss,An article costs Rs. 870. It is sold at 15% profit. What is the selling price?,Rs. 1000,"[""Rs. 980"", ""Rs. 1087"", ""Rs. 1020""]"
quant,Profit & Loss,An article costs Rs. 820. It is sold at 10% profit. What is the selling price?,Rs. 902,"[""Rs. 984"", ""Rs. 922"", ""Rs. 882""]"
quant,Time Speed Distance,A train travels at 45 km/h for 3 hours. What distance does it cover?,135 km,"[""115 km"", ""180 km"", ""145 km""]"
quant,Time Speed Distance,A train travels at 77 km/h for 4 hours. What distance does it cover?,308 km,"[""318 km"", ""385 km"", ""288 km""]"
quant,Profit & Loss,An article costs Rs. 500. It is sold at 10% profit. What is the selling price?,Rs. 550,"[""Rs. 600"", ""Rs. 530"", ""Rs. 570""]"
quant,Time Speed Distance,A train travels at 44 km/h for 7 hours. What distance does it cover?,308 km,"[""318 km"", ""288 km"", ""352 km""]"
quant,Profit & Loss,An article costs Rs. 430. It is sold at 20% profit. What is the selling price?,Rs. 516,"[""Rs. 559"", ""Rs. 496"", ""Rs. 536""]"
quant,Time Speed Distance,A train travels at 35 km/h for 7 hours. What distance does it cover?,245 km,"[""225 km"", ""255 km"", ""280 km""]"
quant,Profit & Loss,An article costs Rs. 400. It is sold at 15% profit. What is the selling price?,Rs. 459,"[""Rs. 439"", ""Rs. 499"", ""Rs. 479""]"
quant,Profit & Loss,An article costs Rs. 350. It is sold at 10% profit. What is the selling price?,Rs. 385,"[""Rs. 365"", ""Rs. 405"", ""Rs. 420""]"
quant,Time Speed Distance,A train travels at 69 km/h for 5 hours. What distance does it cover?,345 km,"[""414 km"", ""355 km"", ""325 km""]"
quant,Profit & Loss,An article costs Rs. 280. It is sold at 20% profit. What is the selling price?,Rs. 336,"[""Rs. 316"", ""Rs. 356"", ""Rs. 364""]"
logic,Number Series,"Find the next number in the series: 4, 7, 10, 13, ?",16,"[""15"", ""18"", ""19""]"
logic,Number Series,"Find the next number in the series: 4, 11, 18, 25, ?",32,"[""39"", ""34"", ""31""]"
quant,Time Speed Distance,A train travels at 45 km/h for 4 hours. What distance does it cover?,180 km,"[""225 km"", ""160 km"", ""190 km""]"
logic,Number Series,"Find the next number in the series: 4, 11, 18, 25, ?",32,"[""34"", ""39"", ""31""]"
quant,Profit & Loss,An article costs Rs. 260. It is sold at 15% profit. What is the selling price?,Rs. 299,"[""Rs. 325"", ""Rs. 319"", ""Rs. 279""]"
quant,Time Speed Distance,A train travels at 35 km/h for 7 hours. What distance does it cover?,245 km,"[""280 km"", ""225 km"", ""255 km""]"
logic,Number Series,"Find the next number in the series: 14, 21, 28, 35, ?",42,"[""49"", ""41"", ""44""]"
quant,Profit & Loss,An article costs Rs. 790. It is sold at 50% profit. What is the selling price?,Rs. 1185,"[""Rs. 1165"", ""Rs. 1264"", ""Rs. 1205""]"
quant,Profit & Loss,An article costs Rs. 320. It is sold at 25% profit. What is the selling price?,Rs. 400,"[""Rs. 432"", ""Rs. 380"", ""Rs. 420""]"
